pathway	Juan01	Juan02	Juan03	Juan04	Juan05	Juan06	Juan07	Juan08	Juan09	Juan10	Juan11	Juan12	Juan13	Juan14	Juan15	Juan16	Juan17	Juan18	Juan19	Juan20	Juan21	Juan22	Juan23	Juan24	Juan25	Juan26	Juan27	Juan28	Juan29	Juan30	Juan31	Juan32	Juan33	Juan34	Juan35	Juan36	Juan37	Juan38	Juan39	Juan40	Juan41	Juan42	Juan43	Juan44	Juan45	Juan46	Juan47	Juan48	Juan49	Juan50	Juan51	Juan52	Juan53	Juan54	Juan55	Juan56	Juan57	Juan58	Juan59	Juan60	Juan61	Juan62	Juan63	Juan64	Juan65	Juan66
P261-PWY	467.5445	954.5785	352.4436	333.9705	401.2131	277.4407	371.7798	181.0839	524.8509	303.2315	465.1553	470.562	206.5929	318.3024	411.9384	1206.5262	2058.5183	2067.7607	330.75	329.1839	255.301	501.6703	520.8355	308.7616	603.5012	554.4708	391.6952	190.2144	276.7406	341.9523	546.7728	486.5087	378.6434	258.3748	376.769	350.1833	485.1965	333.298	506.2925	198.6309	304.1832	508.4731	518.4999	242.1569	319.9032	1413.2692	1863.5559	1607.5139	643.6876	505.7987	400.0775	629.0568	611.4913	723.5866	463.5136	263.014	493.0468	477.2554	618.8937	688.6788	268.8804	95.806	109.7656	0.0	0.0	0.0
P281-PWY	6677.5283	8822.78	9052.5315	8563.3091	11657.0675	9177.9652	11301.0224	5498.2584	9031.6455	7561.8477	9057.1283	5581.7106	5412.8845	7680.3606	9768.1188	1308.2267	2417.8055	2261.4399	6340.2628	4904.2086	4621.622	7490.7319	5945.0035	5416.4388	6984.3582	5994.5117	6136.3055	2182.5047	3988.2354	4563.29	8238.5043	3350.2151	5982.3236	9940.545	9480.1169	7370.3207	9982.5165	5637.1481	10657.9	5335.8571	5178.6518	6030.2053	8517.6371	3218.0031	6181.8298	1396.9237	1543.2025	2327.6516	9582.765	7004.0111	7266.5921	7379.2538	7225.5216	7432.1138	5455.7014	3589.908	5849.7053	5602.4574	6898.2966	5806.3532	10080.1454	7130.7723	7602.8095	5075.0009	4653.1991	4074.1753
P341-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.8671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.4713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.4871	42.4906	54.9773	13.1237	11.8741	4.3749	24.996	0.0	0.0	0.0	52.4741	0.0	102.4147	0.0	57.4816	0.0	149.8835	154.8613	149.8519
P381-PWY	4091.2925	3259.8521	5002.921	5282.2854	5710.7968	6318.4886	6182.941	4115.0089	8073.7604	5568.8742	4209.4022	1527.2184	2354.1954	4680.1161	7530.6748	229.5214	501.1144	212.8061	1883.7064	1818.0482	1332.3691	2520.1853	1780.8989	1724.982	2463.6281	1601.4663	1893.0444	927.8698	1494.7204	2182.1447	3387.1404	847.8131	3638.656	5665.5307	4971.8432	4090.0096	8028.6683	3575.4216	5719.865	2618.0163	1282.6843	2919.1057	3074.1911	2329.316	3226.1031	252.3223	654.9998	365.5355	4103.592	2179.857	2661.9826	2800.7546	3261.313	2878.0575	1729.4936	1345.2718	1413.9021	2097.887	3006.2887	2538.693	7066.7966	6631.3468	5683.2691	5280.5542	3489.1441	4131.9722
P4-PWY	35127.177	45115.8599	47134.6322	43057.8311	49143.6965	53825.0135	58036.8943	33988.9708	56643.7421	51209.3217	58857.7927	40103.1138	32651.6021	49308.6141	61169.5821	20288.2881	33367.7379	33819.9939	49593.5909	38012.7587	36078.3124	58020.723	45273.5828	42739.6491	60966.8103	55831.1684	51988.5681	18363.9	33611.5594	39987.5904	42184.5259	19464.2944	34339.7072	45583.4957	47275.777	44530.1131	57723.2883	35602.5377	60746.4227	35626.0587	36252.1478	42753.0362	43505.1266	20629.417	41218.2221	20817.0642	24805.3893	26592.382	84860.1067	58844.1035	59019.8641	65839.1484	66359.5418	67900.413	47821.6448	32113.7315	50254.7991	46965.3389	59731.8045	54170.1139	108369.4064	79966.1041	87650.8547	89627.4669	80794.7574	69158.996
P42-PWY	36356.7984	43054.2159	46392.5455	36568.8955	44209.4461	50156.266	48169.9432	32678.2172	52947.4687	47887.3632	57866.8009	42680.1959	36376.3313	55070.8647	68030.2991	20630.7118	36227.9848	36410.295	40310.4394	31771.8264	29306.5597	47764.4665	37534.0634	35257.6973	54671.9307	49773.6045	46357.3504	15321.6237	26974.9545	32202.4446	40936.219	20110.8444	36010.4801	36787.5098	39319.0069	40168.619	54190.7414	35350.6081	59032.3805	33029.0448	36290.4276	44341.5004	41695.8891	22472.9171	44999.2241	20003.9623	24420.5433	25325.3205	70435.8613	48582.3314	48024.5702	60478.0523	59248.6298	57884.6925	42072.3789	27863.0407	43559.2875	38643.8623	50964.8733	47065.8205	122984.7333	89651.543	98415.3677	93937.7852	82593.8385	74466.1661
P441-PWY	6097.8657	7588.8212	7482.7997	6944.8596	8295.4327	15606.108	8925.7531	6169.6821	8244.664	9808.1777	10172.9616	6793.7002	3447.3005	6673.8377	8114.9199	2679.8814	3788.7915	3994.9678	6698.9038	5367.7417	5227.1238	9184.4535	6632.2691	6317.9624	9812.4979	8287.4474	8028.7363	2224.574	4105.0846	4843.5741	5994.8954	2213.7796	5033.5611	5799.4034	7576.8949	5973.2292	10116.2781	4976.7404	6902.6663	6081.3985	6086.8407	6979.8496	6711.6897	2750.9311	5373.8423	2605.3342	3008.1676	3705.9767	12079.8122	7812.8841	8303.2057	10497.2843	9444.3534	9994.6788	7389.0455	4648.1716	7975.2507	5437.8062	7838.9754	6624.674	37292.4399	26230.8858	29135.5723	24425.7899	21004.8791	18650.5294
P461-PWY	20772.5652	24270.6142	26501.0822	17623.3386	21144.0545	22161.0641	20457.8847	16546.7385	29232.5212	26349.5217	32356.0279	24357.8413	24034.1887	33759.9689	40671.8823	9114.2945	14054.2967	13727.3266	5735.35	4369.7055	4762.8569	6832.8255	5539.5295	4986.0625	6376.8347	5465.5702	5120.4581	1792.9337	3371.9062	4200.5262	22737.0715	11116.0613	20385.3437	18011.8132	16557.9537	17421.9574	30053.8183	20295.2826	33708.8694	17897.6027	20127.0007	25324.6033	24420.4534	13791.504	27682.4043	8162.0614	10880.4015	10930.5122	10137.3369	6115.4412	6340.9818	6930.4484	6672.6833	6735.2284	5010.2097	3002.213	5287.1375	4466.3314	6057.4127	5954.8527	44612.5403	31580.7594	35069.6972	37734.8998	33760.4494	31512.9762
P562-PWY	5901.1667	7889.69	8030.182	12500.3568	15143.9765	16423.6132	15353.0456	7427.4274	11923.107	8733.4453	10445.0228	6687.4123	5781.4073	8491.6139	10712.1199	7375.3101	11575.4707	12603.3894	10964.0452	8309.5545	8107.4184	12412.279	10302.0335	9031.3947	12063.259	10094.2447	10194.6951	3909.6289	7266.1875	8274.0437	7041.2352	3315.2629	5448.4286	12459.0996	12643.238	10222.0504	13097.0941	7355.4175	12908.357	5149.4176	6353.6334	7094.2949	8711.272	3854.0082	7328.4352	8265.159	9281.5877	8701.366	17036.2636	11977.4552	12922.8423	12935.805	13175.0984	13592.6713	9718.2692	6269.4355	9898.299	9813.8896	12376.5224	10954.1892	27001.9247	20847.2842	21712.0205	20977.2705	20922.0916	17781.9797
P621-PWY	29.5445	29.5303	33.5355	71.4067	17.9634	35.876	235.1172	330.2292	110.3788	62.9839	112.4783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	241.8274	199.8732	122.5975	322.2772	225.7429	209.2535	279.7841	200.9215	236.6288	122.6395	168.5625	241.8751	25.5908	0.0	0.0	29.8855	124.3998	33.8049	41.7943	80.2302	0.0	0.0	75.8025	7.9765	37.3517	13.8121	13.9047	0.0	0.0	11.8544	341.7245	268.8484	303.5102	374.6137	441.4244	327.5476	212.3242	174.2678	178.3798	240.1799	410.2493	285.5746	1100.8509	761.1661	864.5091	0.0	31.8215	0.0
PANTO-PWY	42796.5123	53801.3218	56623.7199	46306.1517	54571.9384	58502.1311	60008.5473	38161.8089	65482.3298	59443.3375	70447.797	49937.9574	39538.9075	60518.2744	74964.0515	25389.4401	42261.9828	41859.8007	47851.7881	36683.7817	34922.1588	56515.9171	44406.5353	41415.1982	60213.9524	54596.1259	51434.8638	17947.3249	32309.0634	38729.2162	51204.4107	24365.6067	42721.0129	50059.0584	51167.7677	48994.8321	65391.6873	42822.3208	72274.0341	41433.6405	44180.8135	52413.0971	51238.4152	25461.9395	50567.5149	25336.7401	30519.0944	30840.1442	82039.3497	57100.1524	57315.6197	65353.62	64713.9107	66384.265	47133.4215	31483.8819	49483.0178	45334.0734	58241.7884	51537.3761	122869.8501	90073.4185	97893.3655	103266.334	93466.5747	82020.9512
PANTOSYN-PWY	42165.0808	53321.6304	55576.0417	45292.9305	52449.2365	57413.7315	60123.3514	37824.0069	64085.5436	59266.0495	69421.7008	48756.6464	38147.5425	58770.574	72588.2123	24204.0013	40288.496	39732.9675	45300.7301	34665.6935	33499.2219	53529.0073	42006.3231	38423.3593	56561.0115	50737.0377	48465.271	17139.8522	30342.591	36307.0096	50477.2229	23653.9415	41676.4517	48465.4976	50220.5715	48357.0192	64078.6478	41459.1844	70067.508	41859.7412	43393.0795	51325.4064	50491.0751	24561.0583	48836.5942	24086.2717	28969.3628	29374.212	77205.4296	53374.8508	54204.0165	62125.3795	60415.9995	61677.0025	44191.6976	29243.5204	46147.2812	42702.5787	54973.6073	48526.339	123613.0696	90507.1086	98633.9955	99840.9711	90017.3642	78132.588
PENTOSE-P-PWY	41403.558	51396.8821	55379.3383	52502.8699	60082.3613	65285.2951	69538.5174	41004.7847	66944.6757	61659.4377	70672.1986	48634.6935	39059.4886	60114.9408	74945.7081	25119.3608	40769.9755	41929.5446	55134.6753	42519.1634	40217.5824	64830.9607	51602.4503	47670.6874	68838.3496	62471.802	59173.7846	20319.8981	36830.2815	44328.458	48879.3706	22299.4379	40582.1246	55036.3192	57441.5703	54360.1949	69488.3397	42299.5463	71962.0821	42125.7092	43274.1998	50602.3451	51961.6199	25075.5325	49134.8685	25653.7295	31059.7205	33546.6519	94299.4708	65178.4773	65932.0132	74483.0215	73874.9269	75618.3675	53790.6006	36024.3251	56521.4454	51739.4804	66255.0417	59447.9587	144139.6074	106119.1679	115356.3523	104685.4056	92751.3023	82912.9233
PEPTIDOGLYCANSYN-PWY	42738.3417	54141.0404	56673.1358	45364.2114	52750.9796	59195.5163	61369.5355	37786.9655	64098.7522	59741.5892	69511.5184	48663.3395	38589.004	58857.6819	73049.941	25113.5921	41474.7611	41080.5865	53167.8175	40669.0148	38677.0505	61923.4915	48460.1184	45508.0202	65854.6095	59968.1727	56172.5423	19848.8643	35899.9792	42889.6321	51650.471	23788.7138	42199.778	48331.9292	50280.7448	48945.5902	64132.7556	41491.756	70541.6125	42270.7257	43652.1531	51503.9954	51539.6511	24606.0103	49068.2205	24769.531	29987.3094	30667.0323	91216.5988	63264.2597	63195.0439	71613.372	70972.2421	72324.1609	51740.4805	34609.5869	53842.5495	50261.8616	64304.1147	57572.2713	131143.0588	96164.4328	105041.8946	106207.2743	94417.3338	83001.6197
PHOSLIPSYN-PWY	52102.7639	66144.3555	68656.2983	54621.4378	64170.6839	70898.0616	73158.5045	45774.0632	76983.2972	72072.4444	83325.4893	58338.4921	46084.8648	70799.5653	87943.6276	30986.8089	51140.036	50682.1433	66724.0837	51149.5198	48514.1997	77890.6466	60743.342	57045.6694	82943.2697	75496.6437	70701.3472	24925.5137	45123.7039	53864.9722	62758.992	29181.1985	51173.7854	58315.8598	61782.5448	59548.6338	77257.883	49638.8337	85339.8313	50901.1738	52340.1956	62008.3246	62194.8859	29516.4826	58717.4832	30471.0933	36921.7948	37998.7898	114724.6409	79528.5287	79382.9122	90381.9897	89317.1807	91053.7272	65151.0611	43407.031	67758.5989	63306.4888	81129.723	72168.7292	151781.0496	111237.1782	121407.4269	123107.7845	110154.4222	96463.1171
POLYAMINSYN3-PWY	13545.7501	17420.9645	17558.6023	16639.5943	18435.7116	20300.2211	20792.2971	14378.9246	22748.3674	20234.7033	21997.6191	14844.7846	11208.3149	18498.376	23517.96	4656.9534	7917.7903	7623.6079	12129.9536	9454.7033	8906.0053	15051.3265	11832.9855	10745.1072	15915.2048	14024.9347	13256.1785	4407.6194	7965.3301	9467.8854	15750.1529	7120.8812	12861.8118	17089.4971	18502.2886	16324.1642	22349.2073	13448.3342	22346.6116	14632.5669	13622.8399	16241.4989	16704.6267	7670.9081	15238.4636	4203.9894	5631.324	7522.0186	20974.3421	13969.9027	14180.843	16710.3582	16167.2098	16311.3741	12144.8251	7794.5251	12831.0431	11163.6705	14862.497	12592.3598	37967.0916	27870.7767	29981.7419	19794.1615	17013.0745	14897.3025
POLYAMSYN-PWY	14684.6832	18657.1126	18826.2594	17344.1589	19486.9229	22824.7577	21407.6662	15300.9174	24043.1614	21265.1851	23349.7521	15714.8208	12270.6387	20216.8331	25438.1535	5641.921	7836.188	7796.3849	14245.9091	11038.3795	11118.0986	17045.8002	13022.1261	12238.3837	17374.5049	15768.4891	14495.8251	5168.7812	9464.4197	11391.7736	17288.8059	7749.8634	14095.94	18055.4267	19428.3672	17446.7706	23521.9497	14196.2792	23737.1717	15377.1554	14446.0098	17231.1668	17941.6428	8383.6444	16673.8293	4720.7782	6014.8395	7568.1792	25369.7983	16638.7898	16724.6867	19224.5432	18868.255	18966.8195	13832.5415	8994.0894	14460.7518	13053.0827	17310.1886	15124.9099	56934.2861	41118.8091	44622.3913	39557.692	34520.9011	33474.3806
POLYISOPRENSYN-PWY	32737.9403	42714.665	44021.1213	39630.0093	44918.6394	51104.0094	54611.6581	32301.6497	53317.016	48899.2902	54091.1073	37142.9896	32212.2872	49055.3382	60046.5225	23237.9582	37580.9246	38329.5904	54244.3874	41648.0395	39621.0269	64018.233	49594.5043	46061.8085	68031.851	62117.2135	58242.6122	20352.4814	36274.9687	43457.961	39772.0136	18280.7937	32340.1279	42288.3472	45597.0328	42135.9863	53286.6033	32698.5814	55494.7285	34609.9215	33764.3444	39668.6601	41166.1411	20449.4929	40841.1004	24022.7073	29036.0381	28154.9711	92578.0276	63888.9493	64063.0916	75195.3104	73763.9058	74491.8847	53420.8529	35806.42	55887.2212	51453.9022	66636.6321	58979.8969	117283.5819	86996.0931	93368.2526	102962.9237	93141.0952	82360.1025
PPGPPMET-PWY	2606.9632	2384.8498	4052.2389	13084.6442	11194.4599	18441.2891	14173.0368	7839.0054	8763.5807	5167.4803	5171.0492	2681.7256	1830.4727	3821.1447	5655.2767	240.3454	564.5082	155.2068	4664.064	3652.7576	3508.7769	6363.0207	4263.3166	4719.8687	7114.9521	5530.6285	5405.2869	1762.6964	2993.0182	3090.6993	2936.5319	1078.8674	2913.857	10032.8748	11537.2998	8602.2939	10990.8766	4811.4631	7241.6813	3070.5874	2897.106	3991.288	3176.7182	1639.429	2921.7061	173.1651	99.5887	833.3854	7902.6304	4722.0882	5572.5861	7022.9337	6748.5254	6408.4007	4894.3521	3434.9253	5082.2745	3721.4153	5316.7958	4113.8603	27634.016	20657.7102	22983.9164	22302.2407	20274.3843	15562.3839
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	14063.3322	19313.8911	20138.6591	23487.2722	28743.1891	28292.7528	33282.9514	17236.936	27761.1764	23189.6171	26387.9445	16460.5298	12889.8496	19236.4446	25117.9953	7600.9047	12186.4684	12837.6219	29387.6115	22845.3601	20868.7837	32687.7829	26790.9069	25278.9758	34062.6273	31598.7008	28587.8351	11173.8986	21104.6744	24885.9753	17984.348	7016.5327	13693.7564	26731.8944	26915.9177	22437.2541	29714.0758	16543.1598	29275.3426	14372.173	15754.1099	17183.2097	21173.608	8537.9128	16994.3808	8544.51	9425.7506	11521.4146	49536.7239	36529.6626	36520.3067	35507.9318	38413.3805	41094.5968	26956.3344	18772.0244	28066.5137	29180.609	34671.6931	33794.2291	40721.8917	32223.705	32107.9424	43452.9467	43602.8626	35171.7555
PRPP-PWY	20566.8182	26139.7451	26858.6026	16992.7207	21740.9919	27437.3989	25449.4249	15720.6502	26784.9809	24969.9901	29169.1125	20574.8276	16193.4465	21876.2533	28279.2435	12311.5096	21811.7499	21589.0346	38372.7815	29198.1498	28483.5208	45472.0737	35138.1595	32065.9104	46992.7542	43967.7012	40386.7428	13800.0817	25066.4507	30536.9213	23746.4661	9676.7734	18596.0364	19761.6574	19070.0208	17403.8863	27654.6115	18097.78	29675.5796	16590.3954	19154.0273	22788.766	22269.7098	10131.1236	19513.2709	13017.0497	16068.089	13712.6716	64878.0836	44042.2664	44951.2403	53169.848	53288.7968	53263.64	37125.9043	25531.532	39699.3493	36568.8959	46257.3368	43165.8047	87530.6536	62756.2664	69906.1436	76457.1262	67290.2503	59999.6626
PWY-1269	16318.2481	21066.2408	22080.1601	21698.0009	24160.438	27682.4547	30033.5383	17595.6711	26893.0561	24212.6328	24746.856	15789.9291	12024.192	19129.5427	24287.0238	3419.9515	6069.6275	6019.3573	25095.5664	19459.0506	18288.6612	30562.898	22741.0575	21947.4427	33453.9938	30061.5267	27946.4753	9462.3213	16784.4252	19396.8635	18832.6756	8020.7524	15490.2195	23619.2803	25445.2035	22869.6166	27124.4778	14709.7472	25216.7988	16783.8281	14325.7617	16497.7825	19888.4377	7975.9487	15590.166	3626.7262	4318.322	7202.3644	44236.128	29525.0673	28889.2746	36935.8916	35471.939	34967.8433	25780.2205	16887.9648	26356.7	23299.3098	32438.8488	26628.4408	46195.9324	32562.3955	37058.0157	34462.3429	29885.9195	23498.7195
PWY-1361	0.0	0.0	174.8697	79.6219	101.7422	31.3657	163.7041	77.9765	88.7231	0.0	7.1947	0.0	46.1104	21.5074	144.213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9551	116.0116	3.5943	90.5263	0.0	0.0	0.0	0.0	0.0	22.361	35.7257	40.2174	0.0	57.9077	0.0	0.0	0.0	0.0	0.0	17.0382	0.0	20.6087	0.0	0.0	0.0	0.0	6.2837	5.3877	0.0	70.1729	111.8292	107.1944	39.306	85.862	0.0	5.3891	4.4896	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3388	4.3173	3.7252	0.0	6.0927	0.0	0.0	1.9991	8.1733	0.0	0.0	2.2238	0.0	0.0	0.0	0.0	21.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7148	0.0	2.2229	6.3154	0.0	0.0	2.2069	0.0	4.1976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1501	0.0	0.0	131.3935	329.226	509.7006	720.5411	411.8113	251.8841	356.1847	220.1717	189.7111	45.1542	110.2199	270.1817	244.2844	0.0	0.0	0.0	356.1789	277.1296	244.1579	408.6366	351.9951	304.4317	420.0729	387.0757	366.5274	172.6942	230.8082	284.0892	80.4643	0.0	0.0	303.9051	492.7601	412.5101	307.1213	165.9412	158.4362	67.9165	46.7913	15.6357	125.3415	0.0	39.4413	0.0	0.0	51.5318	570.1135	394.0811	384.4271	527.6342	490.281	444.9809	332.0801	251.261	323.231	309.3521	498.4682	343.1402	336.7613	278.7489	373.4106	39.1	0.0	42.3242
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.8592	0.0	18.5246	66.7925	15.4589	39.7334	69.3549	49.0745	53.5564	12.2189	36.8375	51.836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0341	64.8612	64.7435	69.9979	84.4544	41.3774	57.6088	58.2179	9.2822	20.1921	76.5286	77.1964	133.5592	77.4351	95.0503	141.281	114.379	125.7885
PWY-1622	2575.0619	2427.6604	3131.0408	7464.1632	6661.8368	7357.1569	5578.6949	4597.2497	5414.3686	3717.1251	3445.0464	1897.5622	1611.478	3243.9278	4370.3001	1448.7412	3090.4013	2691.2047	14947.6408	11363.8531	11048.9723	17854.0409	13830.4136	12083.1817	17977.8856	16436.9292	15278.6141	5546.752	9845.5703	11895.6903	2551.3857	1158.6002	2244.8574	6338.9143	6706.2903	4622.1037	3681.8109	1854.9421	3177.4815	1990.7612	2674.6191	2509.5414	2828.7913	1310.5519	2539.6564	2193.3435	2680.5113	2254.3753	25000.9477	16930.2791	17603.3633	21223.7404	20662.0958	20814.9022	14238.3856	9540.083	14844.2176	14219.7503	18827.1699	16471.8477	11268.2061	7340.6772	8806.6934	3274.3398	2655.4432	2381.6994
PWY-181	11973.3144	16593.3529	17327.1242	18856.9391	22753.6516	26498.8415	26373.3712	15592.3163	23302.1837	19936.036	19390.6078	13157.9019	11472.7304	17238.0406	22664.156	2100.9274	4912.2381	4968.2669	12205.0849	10193.6193	8375.3301	16025.3597	12635.0919	12254.5333	17293.5119	15403.3079	12954.0076	5802.6411	9848.9322	10530.8416	13813.4445	6163.5211	12308.1398	22471.0161	22892.4654	19322.1516	24600.179	14127.6997	23726.7602	10965.3217	11410.7519	13534.9925	18836.7767	7476.5876	14810.3992	3292.8563	3022.3451	6156.2815	22081.4139	13236.4941	13488.4452	18080.6496	17567.4229	18258.774	12252.4601	7987.3038	12071.734	11824.5093	21480.0988	14490.9466	40645.8009	27676.9842	29924.8173	42103.2444	39795.6874	32079.9607
PWY-1861	25840.8831	28703.0545	32648.3553	23850.2008	28085.2121	30838.1853	27334.5931	22527.9347	39515.2806	33967.3305	41024.2676	30025.6067	29350.3419	43318.4508	52394.4564	12243.3534	18996.8781	19247.4105	8033.0335	6812.6545	7379.3952	10431.7764	8494.7715	7446.8737	9841.6913	8862.4771	8431.7925	2707.4616	5036.6847	6595.9242	28305.2154	13517.2529	25727.4463	25253.76	23623.9329	25927.7729	39314.6831	25529.1722	43095.197	22766.3039	25355.8654	31283.6686	30748.888	17511.8372	34929.6922	11151.6625	15404.7294	15356.7852	15648.0475	9586.6597	10150.1511	10940.279	10562.9152	10735.5879	7738.4099	4847.185	8480.4334	7484.997	9209.897	8956.4586	65498.9669	46792.173	50674.9696	48196.1421	39613.2723	39882.3649
PWY-1882	82.4346	54.1014	155.2837	1547.3768	1290.2598	1164.9917	1107.8433	1091.6206	857.1133	618.5666	345.1744	149.4503	313.7154	773.026	648.7979	0.0	148.2802	11.0944	61.4264	51.7966	23.8378	74.2567	51.3811	37.027	152.5764	65.3538	24.2201	0.0	41.1996	12.161	78.3474	27.07	46.9416	845.4619	1411.8798	822.4705	724.4575	235.8507	419.5287	131.1447	39.294	206.1372	492.5605	303.8199	349.4235	0.0	23.1778	39.7203	89.1109	24.0711	9.8408	29.4682	12.3948	60.2894	0.0	14.8194	47.6925	79.575	43.5284	7.3582	1459.7895	1184.2276	1558.3664	926.0116	625.3024	500.0648
PWY-2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.3303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2941	30154.5949	35609.8146	38567.223	25637.6192	30655.5375	31531.3369	29950.649	24333.7978	43477.8801	39473.248	48145.0643	35931.4319	31990.4906	47558.8463	58055.6839	13651.2984	21026.902	20736.2537	5958.9157	4755.9416	5564.9872	7400.9116	6282.2279	5033.5008	6889.2297	6280.177	5347.924	2093.9803	3803.7576	4918.8619	34661.8826	17108.5385	30522.4515	27647.524	25495.866	27879.2841	42508.7685	29748.96	49861.2683	27933.7748	30716.471	37148.5012	35575.0604	19579.4664	39345.8461	12342.8107	16194.5464	16104.5296	12363.6391	7090.652	7294.188	7291.084	6686.8169	6775.479	5292.6688	3469.0328	5810.4479	5131.3153	6705.6616	6842.3772	88934.6009	64899.345	70199.8902	65015.3162	57077.3954	54835.3644
PWY-2942	51277.3266	64914.7232	67661.3063	57041.278	65456.1483	72945.3147	75898.766	46272.7328	78410.4807	71942.5281	83378.9728	58316.3026	46180.7112	71195.9011	88467.8062	31391.1716	51854.9878	51864.1625	66635.1814	51005.9289	48844.0264	78058.5092	61009.5774	56777.1222	82676.2945	75247.6523	70503.4538	24853.7259	44852.2041	53595.4174	61322.7901	28771.9722	50643.9335	60698.1306	63443.1177	60759.7255	78922.1537	50395.7639	85656.2032	50334.1291	52134.8219	61962.9662	62168.6156	29840.2377	59414.2064	31571.7096	38031.5498	38996.2565	114087.7365	78936.8417	79175.8739	90636.5275	89621.8503	91341.6079	64832.7469	43390.8703	67803.7049	63293.6094	80858.0849	72349.1937	154340.9872	113094.4212	123899.902	119836.9376	106698.2492	93676.7714
PWY-3001	51263.4358	64364.3608	67638.5261	56895.585	65549.934	73282.1824	77364.2748	46677.3036	77860.8465	72684.3957	83373.2052	58241.2056	45085.0693	69534.1282	86987.4545	31176.9035	51768.5885	51114.6103	72738.5349	55719.4404	53440.4782	85933.5234	66581.2846	62223.4575	90526.0805	82578.2575	77548.352	26814.2306	48678.3076	58588.264	61299.7217	28463.5153	50343.1628	60531.1989	63165.149	60105.0293	78922.3076	49453.9509	83707.6945	50906.4031	51849.9517	61149.4453	60915.9999	29166.2999	58082.0528	31253.5183	37693.9534	38263.2103	124225.0499	85984.1105	86384.3716	100841.7647	99090.6632	100147.4622	71116.205	47712.0693	74437.6073	69060.3705	87968.0483	79809.1095	156831.0062	114964.0478	125568.3026	119502.7718	105824.2925	92877.3199
PWY-3661	2578.0733	1545.3015	2874.7541	7876.144	8939.8713	10950.3696	9212.9882	6489.1138	8970.9091	3063.8395	1514.5976	352.7542	1205.0417	2696.1585	4856.2905	0.0	0.0	0.0	3032.0175	2378.3045	2405.8541	4263.8236	2443.3083	3184.6976	4467.6118	3442.5688	3519.4784	1013.3047	2209.796	2562.1801	1807.2256	223.1662	1887.6135	6698.7395	7779.4415	5173.176	5934.9738	1817.203	2916.0795	1007.781	467.9236	864.2631	1525.5623	1558.244	1132.016	0.0	59.9055	34.9689	5142.4511	3918.1571	3801.8662	4772.5307	4156.4288	4630.4036	3258.3684	2380.9816	3648.287	2654.4932	3621.5546	3017.0615	10594.6873	8659.6847	8482.1335	6292.3201	6893.4224	6113.4351
